String,Type,label
Only 3 left!,Scarcity,1
BOTTLES LEFT 3,Scarcity,1
HURRY! DON'T MISS THIS DEAL! DAYS 0 1 HRS 1 2 MINS 3 1 SECONDS,Urgency,1
Partnerships,Not Dark Pattern,0
"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",Social Proof,1
40% OFF EVERYTHING* ENTER: 40PLT + FREE SHIPPING ON ALL ORDERS OVER $80,Urgency,1
Office Supplies & Decor,Not Dark Pattern,0
143 BOUGHT,Social Proof,1
Lack Of Color,Not Dark Pattern,0
Cap Construction Costs,Not Dark Pattern,0
24 people currently interested,Social Proof,1
Pick the price that matches your budget. ,Not Dark Pattern,0
Availability: In Stock Hurry! Only 8 Left!,Scarcity,1
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,Urgency,1
"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",Social Proof,1
Product Feature,Not Dark Pattern,0
 Data Processor Privacy Policy: https://casalemedia.com/ ,Not Dark Pattern,0
436 users are currently active on our website Just now,Social Proof,1
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",Social Proof,1
 V-neck Printed Loose Short-sleeved T-shirt ,Not Dark Pattern,0
 Low Maintenance Plants ,Not Dark Pattern,0
Crystal Lotus Sriyantras ,Not Dark Pattern,0
Your order is reserved for 09:35 minutes!,Urgency,1
"Book picture is for illustrative purposes only, actual binding, cover or edition may vary.",Not Dark Pattern,0
 EVO SP All EVO SP parts and accessories ,Not Dark Pattern,0
The requested page could also be found,Not Dark Pattern,0
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Social Proof,1
Bathroom Basins,Not Dark Pattern,0
Bioactive Custodians Edit,Not Dark Pattern,0
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Social Proof,1
★ ★ ★ ★ ★,Not Dark Pattern,0
NO WAY I DON'T WANT TO SAVE MONEY,Misdirection,1
33 people are eyeing this item!,Social Proof,1
 to read up about,Not Dark Pattern,0
4 sold in last 5 hours,Social Proof,1
Mary Janes,Not Dark Pattern,0
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,Urgency,1
"No thanks, I'm not interested",Misdirection,1
BE QUICK 00:57:33 DON'T MISS OUT,Urgency,1
Less than 10 left!,Scarcity,1
Something went wrong. Please try again,Not Dark Pattern,0
Rainbow Li,Not Dark Pattern,0
 PopTop Refine by Product Type: PopTop ,Not Dark Pattern,0
Activate within Slack,Urgency,1
"Only 3 left, order soon",Scarcity,1
Joybird Design House,Not Dark Pattern,0
"After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.",Not Dark Pattern,0
"Someone in Flemington, United States purchased Anti-Aging Eyelid Tape (Contains 100 Strips) Just now",Social Proof,1
Reloading Tools,Not Dark Pattern,0
Looking for your order history?,Not Dark Pattern,0
 Circa Punches ,Not Dark Pattern,0
7 customers have this in their basket,Social Proof,1
Join Us or Renew,Not Dark Pattern,0
"Stacey in Saint Marys, United States purchased Extra Long (10 Ft) Fiber Cloth Sync & Charge USB Android Cable - Assorted Colors about 30 minutes ago",Social Proof,1
8 people are looking at this artwork,Social Proof,1
LIMITED TIME! PLUS Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,1
Offer ends at 9hrs 55min 29sec!,Urgency,1
Order without free membership $69.95,Misdirection,1
Download mobile app,Not Dark Pattern,0
The page you were looking for doesn't exist.,Not Dark Pattern,0
Prices subject to change without notice. Products shown may not be available in our stores.,Not Dark Pattern,0
I don't feel lucky,Misdirection,1
Checkout within 04:10 so we don't run out of steam,Urgency,1
5338 people bought this,Social Proof,1
Only 5 Left,Scarcity,1
 Books About Indian Culture ,Not Dark Pattern,0
 Use a clean vase and clean water.,Not Dark Pattern,0
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,1
International Shipping Policy,Not Dark Pattern,0
Only 1 left in stock!,Scarcity,1
In Stock (8) Left,Scarcity,1
"1,142 people have added to cart recently",Social Proof,1
Select your size below and we'll email you if it comes back in stock!,Not Dark Pattern,0
Exterior Accessories,Not Dark Pattern,0
Boys Grey School Uniforms,Not Dark Pattern,0
 Read the FAQ ,Not Dark Pattern,0
Sale ending in 0 days 04 hours 12 minutes 10 seconds,Urgency,1
166 people have added this item to cart,Social Proof,1
Only 16 Left in Stock!,Scarcity,1
"no thanks, I hate fun & evil",Misdirection,1
 LOGO BLACK ,Not Dark Pattern,0
Custom ized Headwear,Not Dark Pattern,0
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0
 Menthol Flavors ,Not Dark Pattern,0
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,Misdirection,1
SAVE $200 OFF ICE,Urgency,1
Facebook icon ography,Not Dark Pattern,0
 Menu Search ,Not Dark Pattern,0
273 units sold in the last 30 days,Social Proof,1
"Plus, get free shipping on your first order!",Not Dark Pattern,0
HURRY! ONLY 2 LEFT!,Scarcity,1
11 11 Hours: Total 22 Minutes: 3223 3223 Seconds,Urgency,1
"No thanks, I want to pay a full price.",Misdirection,1
SAVE TODAY: Save 20% on shipping by Le Klint. Limited time only.,Urgency,1
"No, I'd rather do it the hard way...",Misdirection,1
LCD Ribbon Cables,Not Dark Pattern,0
FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.,Urgency,1
Will sell out fast!,Scarcity,1
Only 7 in Stock!,Scarcity,1
"Howdy stranger, looks like your trail has hit a dead end.",Not Dark Pattern,0
"To add to Wishlist, please register or sign in.",Not Dark Pattern,0
ONLY 1 LEFT IN THIS SIZE,Scarcity,1
• Recommended to be used with Downy for better long lasting freshness ,Not Dark Pattern,0
Medium GreyLogan T-Shirt Jersey Comforter Leather Sham Set,Not Dark Pattern,0
Embossing Powder,Not Dark Pattern,0
VIP OFFERS END 00:54:59,Urgency,1
2 people are viewing this,Social Proof,1
Items will be reserved in your cart for 19:10,Urgency,1
Boys Red Sox Uniforms,Not Dark Pattern,0
Only 867 left,Scarcity,1
Pay Securely with Trespass,Not Dark Pattern,0
 Screws & Other Fixings ,Not Dark Pattern,0
 Need Help Finding The Right Product? ,Not Dark Pattern,0
Events and Entertainment,Not Dark Pattern,0
"""We'd love to send you emails with offers and new products from New Balance Brands Inc. but if you do not wish to receive these updates, please tick this box.",Misdirection,1
BreakThrough Links,Not Dark Pattern,0
"Find your local store, view opening hours and find out where you can get your latest pickup in-store!",Not Dark Pattern,0
Sexy A Line Short Sleeve Sequins Off-the-shoulder Floor-length Mother of the Bride Dress with Split Front,Not Dark Pattern,0
 SHIPPING INFO ,Not Dark Pattern,0
 For Wife ,Not Dark Pattern,0
 Loyalty Points ,Not Dark Pattern,0
Used Leica Cameras,Not Dark Pattern,0
Laundry Care Services,Not Dark Pattern,0
Scarves & Snoods,Not Dark Pattern,0
 Add to Wish List Add to Compare ,Not Dark Pattern,0
Deals of the Week,Not Dark Pattern,0
Want Free Shipping?,Misdirection,1
White Plus Size Dress,Not Dark Pattern,0
No time to pay.,Not Dark Pattern,0
"Leah Rich in Louisville, United States purchased a",Social Proof,1
Tree house Terrariums,Not Dark Pattern,0
Cart will arrive in 08:19 minutes!,Urgency,1
Candy Melts on,Not Dark Pattern,0
HURRY ONLY 9 LEFT IN STOCK!,Scarcity,1
Shop Inspired by Pattern,Not Dark Pattern,0
Want to add one of these?,Misdirection,1
Books and Stationery,Not Dark Pattern,0
Show Cart,Not Dark Pattern,0
Estimated VAT overview,Not Dark Pattern,0
4 SEATS LEFT,Scarcity,1
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,1
"No thanks, I'll pay full price",Misdirection,1
DON'T LET 'EM GET AWAY Several people have recently viewed this item.,Social Proof,1
Gift Wrapping Supplies,Not Dark Pattern,0
Kick those cravings,Not Dark Pattern,0
Vintage Fancy Red Bracelet Watch Women's,Not Dark Pattern,0
 Wife ,Not Dark Pattern,0
Recovery Best Sellers,Not Dark Pattern,0
Game Extraction & Analysis,Not Dark Pattern,0
Custom Shirts & T-Shirts,Not Dark Pattern,0
Candy Melts,Not Dark Pattern,0
Customers already bought,Misdirection,1
"Mitchell H. Purchased Fully Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Social Proof,1
(Only 1 Left),Scarcity,1
Your order is reserved for 07:28 minutes!,Urgency,1
Only 26 Left,Scarcity,1
E-Gift Cards !,Not Dark Pattern,0
Engine Cooling System,Not Dark Pattern,0
View Alternatives,Not Dark Pattern,0
But I'd rather pay full price.,Misdirection,1
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1
Availability: Only 4 Left!,Scarcity,1
Your order is reserved for 09:57 minutes!,Urgency,1
Sale Ends in 5 days 14 hours 42 mins 45 sec,Urgency,1
00DAYS02HRS14MINS1211SEC OND,Urgency,1
Heat Mats & Strips,Not Dark Pattern,0
"› New Year, New Kit Sale",Not Dark Pattern,0
 Personalised Gifts ,Not Dark Pattern,0
Grab yourself a bargain!,Misdirection,1
 Temple Locks ,Not Dark Pattern,0
Ribbons,Not Dark Pattern,0
Physical Damage Only,Misdirection,1
Shotgun Bore alis,Not Dark Pattern,0
Issue #2 Code Machine Offer - Limited time offer!,Urgency,1
0 Days 2 Hours 57 Minutes 53 Seconds,Urgency,1
Hurry only 2 left,Scarcity,1
Hydration,Not Dark Pattern,0
JFN Scallop Leather Neck Solid Casual T-Shirt/Tee,Not Dark Pattern,0
 Glows In The Dark ,Not Dark Pattern,0
"Happiness is to hold flowers in both hands. Furthermore, flowers make for an integral part of all occasions and celebrations........ Read More...",Not Dark Pattern,0
2 LEFT,Scarcity,1
Protection Filters,Not Dark Pattern,0
ENDS IN - Flash BACK - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1
Only 1 left in stock.,Scarcity,1
Create your own powerful multi-vendor marketplace website,Not Dark Pattern,0
Powered by WordPress,Not Dark Pattern,0
71 people have purchased this item,Social Proof,1
"No , I don't like free stuff.",Misdirection,1
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Social Proof,1
Category Office & Industrial,Not Dark Pattern,0
Carnival Remotes Edit,Not Dark Pattern,0
EU Delivery & Handling,Not Dark Pattern,0
16 recently purchased it.,Social Proof,1
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Shipping (Limited time offer!),Urgency,1
ONLY 11 LEFT,Scarcity,1
New Bottle Bottoms,Not Dark Pattern,0
Shirts & Pants,Not Dark Pattern,0
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Urgency,1
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",Not Dark Pattern,0
 Latest looks from Myleene Klass Shop now ,Not Dark Pattern,0
 WANNA COLLAB? ,Not Dark Pattern,0
" -- Preeti Shenoy, author of THE RULE BREAKERS",Not Dark Pattern,0
"NO THANKS, I REALLY LIKE FREE STUFF",Misdirection,1
about us,Not Dark Pattern,0
Your order is valid for 09:58 minutes!,Urgency,1
Sale ends soon:,Urgency,1
Personalised Chocolates !,Not Dark Pattern,0
Influencer Program,Not Dark Pattern,0
This product was viewed 26 seconds ago by someone from Princeton,Social Proof,1
Select Occasion close,Not Dark Pattern,0
2day 13:49:51 IST,Urgency,1
Baby Girl Shoes,Not Dark Pattern,0
"Brilliant! Chose what I wanted, and shipped a week later. Very happy with my purchase",Not Dark Pattern,0
FOR A LIMITED TIME ONLY,Urgency,1
 Ladies Flower Print Casual Fashion Dress ,Not Dark Pattern,0
 Cat's Eye Beads ,Not Dark Pattern,0
"No thanks, I’d rather pay more",Misdirection,1
 Hairy Chest T-Shirt And Shorts Combo ,Not Dark Pattern,0
Add your favourites to cart,Not Dark Pattern,0
"Yes, I Want To Save Money!No Thanks",Misdirection,1
Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC,Urgency,1
Point & Shoots,Not Dark Pattern,0
 Netherlands Antilles USD,Not Dark Pattern,0
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1
Material: Made with Cordura fabric,Not Dark Pattern,0
TIME ENDS IN 40:55:13,Urgency,1
92 customers bought this in the last 48 hours,Social Proof,1
No I'd rather not hear about exclusive offers and discounts.,Misdirection,1
Recent searches,Not Dark Pattern,0
Women's Bags Week,Not Dark Pattern,0
"Due To HIGH Demand, Cart ed In: 08:41",Urgency,1
Hurry! Only 1 Pair left!,Scarcity,1
Baby Bathtubs,Not Dark Pattern,0
"Edwin in Woodland Park, NJ just bought",Social Proof,1
"Easy, awesome! Ready to go. Held a charge first night",Not Dark Pattern,0
167 piece(s) left for this promo,Scarcity,1
"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",Not Dark Pattern,0
"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",Misdirection,1
117 people have viewed this item in the last 30 days.,Social Proof,1
Sign In To Join,Not Dark Pattern,0
 Irwin ,Not Dark Pattern,0
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for FREE",Urgency,1
"Son in Suisun City, United States purchased Commander Lex",Social Proof,1
Book Sale ends in SHOP NOW,Urgency,1
Packed with Super Citrimax,Not Dark Pattern,0
COLLEGIATE RELEASE,Not Dark Pattern,0
 Why buy from us ,Not Dark Pattern,0
105 pawrents are buying for their furkids now!,Social Proof,1
Limited Time Offer: 10% Off your first order!,Urgency,1
Hurry! Only 4 left in stock.,Scarcity,1
Traditional Snacks,Not Dark Pattern,0
Light Works,Not Dark Pattern,0
Stay in the Know,Not Dark Pattern,0
Affiliate Links,Not Dark Pattern,0
96 ITEM(S) LEFT IN STOCK!,Scarcity,1
異業合作 Cooperation,Not Dark Pattern,0
 Home / Black Tapered Belted Cigarette Trousers - Myasia ,Not Dark Pattern,0
Wallets ,Not Dark Pattern,0
 Plastic ,Not Dark Pattern,0
only 2 left!,Scarcity,1
Flash Sale ends in August NOW,Urgency,1
"No Thanks, I'll let this storm sail away",Misdirection,1
 Data Processor Privacy Policy: https://cookieinformation.com/cookie-and-privacy-policy ,Not Dark Pattern,0
"Bobby in Decatur, United States just purchased",Social Proof,1
Pro Boost Treatments,Not Dark Pattern,0
"Flash Sale Alert! You can now buy Utorch Corridor Porch Aisle Lights from Gearbest.com for only $7.99 (47% off). Hurry up, limited time offer!",Urgency,1
Only 13 left!,Scarcity,1
 read you will want to read -- Five Book Group Favourites * Sunday Post *,Not Dark Pattern,0
02:06:40 left to buy,Urgency,1
Order by these dates to get it by Valentine's Day.*,Not Dark Pattern,0
View All Apartment,Not Dark Pattern,0
View In Your Browser,Not Dark Pattern,0
Brand: Ray-Ban® • Similar products from Ray-Ban®,Not Dark Pattern,0
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,1
"No thanks, I’d rather pay more",Misdirection,1
"No thanks, I don't like winning.",Misdirection,1
Prices shown for delivery to JAPAN Change across country,Not Dark Pattern,0
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Urgency,1
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,1
Only 1 item left,Scarcity,1
Covered all grays,Not Dark Pattern,0
6 customers have this in their basket,Social Proof,1
How/why the homepage uses cookies,Not Dark Pattern,0
"They look really good with my brown eyes, and they look pretty natural.",Not Dark Pattern,0
31 have it in their cart,Social Proof,1
Only 9 left!,Scarcity,1
Adjustable Cuffs With Inner Knitted Cuff,Not Dark Pattern,0
Victoria Victoria Beckham,Not Dark Pattern,0
Clearance & Accessories Deals,Not Dark Pattern,0
 Gold Refine by Color: Gold ,Not Dark Pattern,0
I don't like discounts,Misdirection,1
No thanks. I love chaos!,Misdirection,1
only 1 in stock,Scarcity,1
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),Urgency,1
Low Stock! Only 3 left.,Scarcity,1
Someone in Spain purchased,Social Proof,1
Tretorn,Not Dark Pattern,0
LIMITED TIME OFFER : Grab a Quick Pair & save up 60%!,Misdirection,1
View Alternatives »,Not Dark Pattern,0
Only 3 Left!,Scarcity,1
" to resolve the issue, or ",Not Dark Pattern,0
9 people are viewing this.,Social Proof,1
"Now 20% off, hurry limited time offer!",Urgency,1
Massive Tax Time Sale See Discounts! Sale ends in,Urgency,1
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,1
You might also like,Not Dark Pattern,0
Competitor Price: $172.00,Misdirection,1
Other Applications,Not Dark Pattern,0
We have 1 left in stock,Scarcity,1
38 people are viewing this,Social Proof,1
Polycarbonate,Not Dark Pattern,0
 help@postergully.com,Not Dark Pattern,0
No wonder I like full price,Misdirection,1
Kinky Curly Wigs,Not Dark Pattern,0
"Order now, only 2 left in stock!",Scarcity,1
Terrarium Light Canopies,Not Dark Pattern,0
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1
We curate the very best in creative and innovative fashion for the EDM Lifestyle. ,Not Dark Pattern,0
Colors Edit,Not Dark Pattern,0
Code of Conduct,Not Dark Pattern,0
"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",Not Dark Pattern,0
 mens long sleeve organic shirt ,Not Dark Pattern,0
- +,Not Dark Pattern,0
Signup for email updates from Car and Truck Remotes!,Not Dark Pattern,0
 Brushes + Tools ,Not Dark Pattern,0
NRA Whittington Center Store,Not Dark Pattern,0
Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu. ,Not Dark Pattern,0
Work With More Buyers And Sellers?,Not Dark Pattern,0
"HURRY, ORDER WITHIN 16h 59m EST TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Urgency,1
Last one available,Scarcity,1
Recommended,Not Dark Pattern,0
HURRY ONLY 1 ITEM LEFT!,Scarcity,1
Custom Women's Apparel,Not Dark Pattern,0
"No Thanks, I don't want official software at the best price.",Misdirection,1
Buy with humm.,Not Dark Pattern,0
 adidas Originals Stan Smith ,Not Dark Pattern,0
NO THANKS,Misdirection,1
ONLY 14 LEFT AT THIS PRICE,Scarcity,1
· Physical Healing,Not Dark Pattern,0
Hurry up! Only 4 left in stock,Scarcity,1
Watch how its done,Not Dark Pattern,0
Women's ApparelCollection ,Not Dark Pattern,0
This is how you can reject or delete your cookies,Not Dark Pattern,0
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,Misdirection,1
"No Thanks, I Don't Like Exclusive Offers.",Misdirection,1
"[NO THANKS, I'LL NEVER WALK]",Misdirection,1
 Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse ,Not Dark Pattern,0
Allow All,Not Dark Pattern,0
What is a cookie?,Not Dark Pattern,0
"Free Upgrade, Limited Time!\n*DISH MENT Not Available*",Urgency,1
Search for similiar products,Not Dark Pattern,0
Trowels & Putty Knife,Not Dark Pattern,0
 Flex Mount ,Not Dark Pattern,0
xB Remotes,Not Dark Pattern,0
LOGO BLACK LIST,Not Dark Pattern,0
 PopGrip MagSafe Refine by Product Type: PopGrip MagSafe ,Not Dark Pattern,0
"We cannot guarantee door to door delivery for every customer. Buyers in remote areas such as farms, islands, mining camps, small towns, or out-of-towners, etc may need to collect from their nearest freight depot.",Not Dark Pattern,0
"We use cookies to improve our services, make personal offers, and enhance your experience. If you do not accept optional cookies below, your experience may be affected. If you want to know more, please, read the Cookie Policy",Not Dark Pattern,0
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Social Proof,1
No thanks I definitely guessed correctly,Misdirection,1
Your order is reserved for 09:57 minutes!,Urgency,1
 Accessories Collection ,Not Dark Pattern,0
"Subscribing means you agree to receive our emails, more details please refer to ourprivacy policy.",Not Dark Pattern,0
 ALL SALE ,Not Dark Pattern,0
"HURRY, THERE ARE ONLY 9 ITEM(S) LEFT!",Scarcity,1
31 people seeing this product right now,Social Proof,1
60% OFF ENDS IN DAYS HOURS PER SECONDS,Urgency,1
videos people have viewed recently,Social Proof,1
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Social Proof,1
Case Material,Not Dark Pattern,0
 ₪ ILS ,Not Dark Pattern,0
Hair Tools,Not Dark Pattern,0
Oxfords & Loafers,Not Dark Pattern,0
ONLY A FEW LEFT!,Scarcity,1
3DAYS124606 </s>,Urgency,1
ONLY 5 LEFT IN STOCK!,Scarcity,1
[new-troh-pick],Not Dark Pattern,0
Whoops! ,Not Dark Pattern,0
Golf Remotes,Not Dark Pattern,0
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,Urgency,1
ONLY 5 LEFT IN STOCK,Scarcity,1
 sales@scandinavianoutdoor.com ,Not Dark Pattern,0
Price Change For DAYS/HRS/MINS/SECS,Urgency,1
Certified Face Masks,Not Dark Pattern,0
Limited Time Promo $194.00,Urgency,1
"Based in Philadelphia, United States purchased a",Social Proof,1
"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",Not Dark Pattern,0
 Box Springs & Foundations,Not Dark Pattern,0
Awntech New Yorker Window/Entry Slope Awnin ...,Not Dark Pattern,0
"no thanks, I don't like to :)",Misdirection,1
 Fashion Floral Short Sleeve Dress ,Not Dark Pattern,0
Spring Sale Extended,Urgency,1
 Shoe Care ,Not Dark Pattern,0
Only 2 items left,Scarcity,1
Limited stock Only 2 left,Scarcity,1
Musical Toys,Not Dark Pattern,0
I'll Shop Without A Discount,Misdirection,1
This size has only 1 left in stock,Scarcity,1
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON THIS TABLE DECORATION SYSTEM,Misdirection,1
 Add to Cart ,Not Dark Pattern,0
Performance Cookies,Not Dark Pattern,0
This is a green tea without the caffeine,Not Dark Pattern,0
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,Urgency,1
Feedback,Not Dark Pattern,0
Only 11 Left In Stock,Scarcity,1
Coin Necklace ,Not Dark Pattern,0
Complete your pledge within the next 12:18 minutes and receive 10% off,Urgency,1
No I'd rather not hear about exclusive offers and discounts.,Misdirection,1
POSTED BY @missladywoolf#motoin,Not Dark Pattern,0
Wedding Cross Stich & Embroidery Patterns,Not Dark Pattern,0
No thanks. I'd rather pay full price.,Misdirection,1
Only 2 items left in stock.,Scarcity,1
Only a few left,Scarcity,1
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Social Proof,1
 Summer Casual Printed Loosen Short Sleeve T-Shirt ,Not Dark Pattern,0
"No thanks, I'll just pay the price.",Misdirection,1
24 sold in last 24 hours.,Social Proof,1
"Want more inspiration and styling tips? Dive into The Southern Edit, Southern Tide’s lifestyle blog, and follow us on social media. ",Not Dark Pattern,0
"No Thanks, I'd rather pay the price",Misdirection,1
 Motocross Boots ,Not Dark Pattern,0
Creators' Council,Not Dark Pattern,0
Gifts By Price,Not Dark Pattern,0
Muc-Off,Not Dark Pattern,0
Free Shipping*,Not Dark Pattern,0
Warm Tips,Not Dark Pattern,0
Jewelry and Watches,Not Dark Pattern,0
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Urgency,1
Personalize your doll,Misdirection,1
Colors,Not Dark Pattern,0
"No thanks, I’ll skip this whole super-saver deal. I don’t need so many beautiful textures",Misdirection,1
"No thanks, I don't NEED FREE stuff.",Misdirection,1
Price Guaranteed For DAYS/HRS/MINS/SECS,Urgency,1
"Wigsbuy- Online Beauty Store of Fashion Wigs, Hair Extensions & Accessories for Sale.",Not Dark Pattern,0
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Urgency,1
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,1
Packed with Super powers,Not Dark Pattern,0
Specs,Not Dark Pattern,0
"""Your purchase entitles you to the following .""",Misdirection,1
Sign up to stay up to date on all White Cloud news and savings!,Not Dark Pattern,0
 Email Address ,Not Dark Pattern,0
Let's make sure you have everything else you need,Misdirection,1
This offer is only VALID if you add to cart now!,Misdirection,1
Boxster Remotes »,Not Dark Pattern,0
Wondering where to buy White Cloud products in the U.S.? Our distributor list is growing! Bookmark our list and stay tuned!,Not Dark Pattern,0
Someone named Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Social Proof,1
 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,Not Dark Pattern,0
 This is a green tea without the bitterness. ,Not Dark Pattern,0
3 people are looking at this item right now,Social Proof,1
WARNING! Only 5 left in stock!,Scarcity,1
Limited Time Offer!,Urgency,1
"NO THANKS, YOU DON'T LIKE FREE STUFF",Misdirection,1
1044 sold in past 12 months,Social Proof,1
2 people are looking at this listing now,Social Proof,1
ONLY 13 LEFT,Scarcity,1
OFFER ENDS: 08 09m: 55s: 0,Urgency,1
Cropped Jeans,Not Dark Pattern,0
"Customize your phone with hundreds of grips, cases, wallets, and more.",Not Dark Pattern,0
 SAA Oil & Acrylic Brushes ,Not Dark Pattern,0
"NO THANKS, I DON’T LIKE MISSING OUT",Misdirection,1
$69.50 For A Limited Package Details,Urgency,1
Black Jeans,Not Dark Pattern,0
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Misdirection,1
• Recommended to be treated with Downy for better long lasting freshness,Not Dark Pattern,0
Carports & Garages,Not Dark Pattern,0
Hair & Curly,Not Dark Pattern,0
"No thanks, I don't want any deals",Misdirection,1
Soft ball (Classic),Not Dark Pattern,0
Customers already bought,Misdirection,1
Shop All Balls Balls,Not Dark Pattern,0
"NO THANKS, I'll PAY FULL PAY",Misdirection,1
Add on something to make it extra special!,Misdirection,1
1 LEFT IN THIS SIZE,Scarcity,1
 PHX Mercury ,Not Dark Pattern,0
Hurry! Only 2 left,Scarcity,1
Lip Balms & Treatments,Not Dark Pattern,0
"No Thanks, I don't want a discount",Misdirection,1
"I DON'T WANT FREE GIFTS, NO THANKS",Misdirection,1
 Related Categories ,Not Dark Pattern,0
Hurry! Limited Quantity Available.,Scarcity,1
We only have few stocks left for this product. Please don't miss the chance.,Scarcity,1
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Social Proof,1
 Sweats ,Not Dark Pattern,0
"No thank you, I prefer to pay full price",Misdirection,1
